yearID,G,AB,RBI,BB,SO,Salary,Birth_Year,AgeInYear,Batting_Average,N_Y_Batting_Average
2014,63,0,0,0,0,2400000,1987,27,0,0
1998,85,180,13,11,24,250000,1968,30,0.2388888889,0.2653061224
2005,134,215,23,23,35,750000,1970,35,0.2372093023,0.2075471698
2012,157,593,107,70,132,708333,1986,26,0.3271500843,0.3173241852
1991,7,11,2,0,4,,1965,26,0.3636363636,0.1818181818
1993,74,4,0,0,2,109000,1966,27,0,0
1999,16,0,0,0,0,200000,1978,21,0,0
2008,13,0,0,0,0,,1981,27,0,0
2003,57,1,0,0,1,350000,1970,33,0,0.5
2008,26,4,0,0,3,,1983,25,0,0.0869565217
2001,1,0,0,0,0,2416667,1971,30,0,0
2003,78,239,29,23,59,300000,1975,28,0.2677824268,0.2082018927
2009,152,566,86,46,117,1100000,1983,26,0.3056537102,0.2901554404
1995,69,75,10,9,16,109000,1967,28,0.28,0.2407407407
2008,9,7,0,1,0,,1982,26,0.2857142857,0
1995,98,234,32,19,88,125000,1971,24,0.2051282051,0.2459396752
1991,67,95,5,1,8,,1964,27,0.2421052632,0.1489361702
2001,33,67,6,5,19,912500,1974,27,0.1940298507,0.2463768116
1997,74,134,19,17,11,160000,1969,28,0.2164179104,0.3212121212
2008,40,118,8,11,24,423500,1981,27,0.2118644068,0.2719665272
2000,24,45,2,0,17,200000,1978,22,0.1111111111,0.1612903226
2011,68,0,0,0,0,414100,1985,26,0,0
2006,162,699,87,32,38,5750000,1977,29,0.2918454936,0.2934131737
2000,62,0,0,0,0,1500000,1962,38,0,0
2013,95,315,28,38,70,,1981,32,0.2222222222,0.2068965517
2003,33,5,0,0,1,8750000,1972,31,0.2,0
2007,132,506,72,43,66,9000000,1978,29,0.3102766798,0.2888086643
1994,91,290,51,42,72,111000,1972,22,0.2689655172,0.3078512397
1996,107,234,20,25,34,350000,1964,32,0.2222222222,0.2368421053
2013,93,382,58,34,47,10000000,1983,30,0.2958115183,0.2868852459
1996,28,0,0,0,0,300000,1969,27,0,0
2006,57,41,9,0,9,,1979,27,0.1951219512,0.2857142857
2014,7,13,2,0,4,524800,1988,26,0.2307692308,0
2008,17,13,1,1,4,,1984,24,0,0.2264150943
1998,28,1,0,0,1,170000,1974,24,0,0.0833333333
2008,34,4,2,1,0,1000000,1981,27,0.25,0
1990,49,2,0,1,1,1100000,1955,35,0,0
2011,49,187,23,11,56,435800,1988,23,0.2245989305,0.25
2009,61,165,20,32,47,2000000,1981,28,0.2,0.2068965517
1999,42,2,0,0,0,450000,1970,29,0,0
2004,83,2,0,0,1,3000000,1967,37,0.5,0
1991,122,385,44,33,56,1280000,1965,26,0.2649350649,0.2269129288
2012,37,0,0,0,0,498750,1987,25,0,0
1992,18,16,4,2,1,109000,1966,26,0.1875,0.2857142857
2013,48,1,0,0,1,502500,1985,28,0,0
2000,51,35,1,0,14,1200000,1973,27,0.0857142857,0.1219512195
1990,5,3,0,1,1,100000,1959,31,0,0.2
2007,159,632,113,68,167,392000,1980,27,0.2452531646,0.2598870056
2008,145,531,85,97,134,412100,1984,24,0.2730696798,0.2410714286
2013,131,476,73,45,79,15285714,1978,35,0.2836134454,0.2699490662
1992,105,213,21,24,36,110500,1966,26,0.2394366197,0.2325581395
2002,50,1,0,0,1,2000000,1971,31,0,0.1111111111
1991,80,184,19,18,43,145000,1962,29,0.2445652174,0.2718446602
2000,71,1,0,0,0,1366667,1966,34,0,0
1994,2,4,1,0,1,116000,1967,27,0.25,0.308411215
2014,3,0,0,0,0,,1988,26,0,0
1998,70,0,0,0,0,185000,1971,27,0,0
2010,52,112,20,4,29,,1978,32,0.25,0.202020202
2003,98,272,25,24,45,337500,1972,31,0.2426470588,0.1698113208
2011,120,431,68,68,100,12250000,1979,32,0.2575406032,0.2351598174
2001,149,603,98,42,45,4500000,1967,34,0.2786069652,0.2802419355
2003,135,475,80,57,44,2000000,1967,36,0.2505263158,0.2877906977
1999,43,93,12,10,7,450000,1971,28,0.247311828,0.2735042735
2007,110,331,43,51,55,3500000,1971,36,0.2416918429,0.2367346939
2007,35,76,16,2,22,,1980,27,0.1973684211,0.3090909091
2007,21,0,0,0,0,,1981,26,0,0
1991,60,151,10,7,31,100000,1961,30,0.2317880795,0.32
2000,27,50,5,0,11,215000,1976,24,0.14,0.1186440678
2001,62,0,0,0,0,355000,1976,25,0,0
2013,14,15,0,0,10,516500,1986,27,0.1333333333,0.1794871795
2010,57,0,0,0,0,2050000,1977,33,0,0
2005,162,599,110,95,142,355000,1978,27,0.305509182,0.2859649123
1996,24,51,7,4,6,,1974,22,0.2156862745,0.2769230769
2013,69,0,0,0,0,10000000,1977,36,0,0
2007,22,37,2,1,17,380000,1981,26,0.1351351351,0
2005,132,468,76,91,72,10500000,1976,29,0.2927350427,0.3152985075
1994,96,340,55,41,62,140000,1965,29,0.3058823529,0.2783882784
2004,22,47,2,4,16,,1981,23,0.170212766,0.3048780488
1992,112,387,37,16,74,230000,1963,29,0.2868217054,0.3104089219
2011,11,11,1,0,3,10500000,1980,31,0.1818181818,0.0727272727
1995,141,554,96,54,79,5300000,1963,32,0.3285198556,0.287394958
2004,22,1,0,0,0,,1980,24,0,0
2005,20,0,0,0,0,1124000,1980,25,0,0.25
1999,157,619,90,54,132,3200000,1970,29,0.2778675283,0.2324324324
1993,47,133,21,15,26,,1967,26,0.2330827068,0.1333333333
2006,114,371,37,26,84,349500,1980,26,0.2452830189,0.2219020173
1993,53,79,18,9,19,109000,1970,23,0.2278481013,0.5
2002,29,3,0,0,1,5500000,1964,38,0,0
2014,13,6,4,0,0,,1989,25,0.1666666667,0.2942307692
2005,27,0,0,0,0,,1978,27,0,0
2013,71,0,0,0,0,2050000,1981,32,0,0
2005,7,7,0,0,3,,1980,25,0.2857142857,0.2573529412
2010,127,472,50,29,95,6000000,1982,28,0.2563559322,0.1944444444
2005,35,71,5,2,33,340000,1978,27,0.1690140845,0.1176470588
2011,7,15,0,4,4,,1985,26,0.0666666667,0.2939189189
2012,26,66,3,2,21,,1981,31,0.2272727273,0.6363636364
1998,36,0,0,0,0,182500,1970,28,0,0
2000,74,259,54,43,47,2400000,1974,26,0.2818532819,0.292543021
1998,16,45,6,3,5,,1977,21,0.3111111111,0.2471910112
2004,125,475,87,95,99,5325000,1977,27,0.2757894737,0.2688
2014,123,455,58,58,131,14000000,1982,32,0.2417582418,0.2756756757
2001,26,8,4,1,2,267500,1974,27,0.125,0.1551724138
2014,31,62,3,0,33,9000000,1973,41,0.0322580645,0.1379310345
2000,68,0,0,0,0,2200000,1962,38,0,0
2004,150,621,123,76,71,8000000,1973,31,0.3043478261,0.3157051282
2013,13,26,3,3,4,,1990,23,0.1538461538,0
1991,28,46,0,0,17,2366667,1960,31,0.0434782609,0.1153846154
2006,136,520,78,44,102,675000,1975,31,0.2961538462,0.2928286853
2003,36,46,1,3,11,3000000,1971,32,0.1956521739,0.1818181818
2012,33,45,0,1,22,485000,1986,26,0.0444444444,0.0909090909
2014,35,9,0,0,2,12000000,1974,40,0,0
1990,126,403,59,79,58,934000,1958,32,0.300248139,0.2797783934
2006,59,0,0,0,0,705000,1976,30,0,0
2007,150,543,60,60,100,1500000,1983,24,0.2375690608,0.2913256956
2006,53,0,0,0,0,344500,1977,29,0,0
2011,72,1,0,0,0,414000,1985,26,0,0
1994,14,35,2,1,12,,1970,24,0.2285714286,0
2012,74,303,43,19,43,8050000,1983,29,0.2706270627,0.2980935875
1997,139,539,99,51,86,175000,1974,23,0.2987012987,0.2960893855
2002,10,17,0,2,2,,1976,26,0.1176470588,0.3055555556
2005,156,569,69,38,102,2325000,1975,30,0.2495606327,0.2437810945
1997,96,310,39,17,35,1350000,1966,31,0.2774193548,0.2825552826
2013,8,0,0,0,0,6500000,1979,34,0,0
2006,162,651,83,23,132,384500,1984,22,0.2596006144,0.292834891
1998,61,2,0,0,1,2900000,1960,38,0,0
1990,66,232,32,17,51,100000,1969,21,0.2974137931,0.2585278276
2002,31,0,0,0,0,,1975,27,0,0
2013,88,293,45,18,67,,1987,26,0.2935153584,0.2783505155
2000,33,54,4,7,5,2600000,1971,29,0.2222222222,0.2591362126
1995,143,552,97,65,46,4400000,1964,31,0.3260869565,0.3308957952
1997,151,555,87,88,45,4525000,1964,33,0.3189189189,0.3092436975
1999,55,0,0,0,0,350000,1967,32,0,0
2003,76,0,0,0,0,2000000,1967,36,0,0
1997,156,649,76,23,76,220000,1970,27,0.2727272727,0.2716468591
2011,15,41,7,1,9,,1986,25,0.1951219512,0.1428571429
2009,6,4,0,0,4,,1983,26,0,0
2006,32,3,0,0,2,12750000,1977,29,0,0.5
2011,62,185,24,11,63,3000000,1979,32,0.2108108108,0.2222222222
2002,85,330,37,17,27,210000,1975,27,0.2575757576,0.252699784
1992,132,341,30,34,49,135000,1968,24,0.2140762463,0.3619047619
1991,4,5,2,1,0,220000,1966,25,0.4,0.2666666667
2010,26,77,6,6,26,,1984,26,0.2077922078,0.2307692308
1993,30,24,1,1,3,152000,1968,25,0.0833333333,0.2903225806
2014,66,114,13,9,33,500000,1990,24,0.2368421053,0.2716049383
2011,32,0,0,0,0,431810,1986,25,0,0
1994,18,25,3,3,4,109000,1964,30,0.28,0.3103448276
1996,132,526,74,17,92,180000,1971,25,0.2756653992,0.2689969605
2002,60,0,0,0,0,2750000,1972,30,0,0.5
2007,32,2,0,0,1,392300,1983,24,0.5,0
2009,33,4,0,0,3,2200000,1983,26,0,0.1578947368
1992,67,145,24,22,15,387500,1962,30,0.2620689655,0.332361516
2014,68,1,0,0,1,4300000,1987,27,0,0
2007,135,485,52,15,41,5933333,1976,31,0.2865979381,0.2269129288
2007,147,521,91,79,117,380000,1982,25,0.2763915547,0.2870201097
2007,79,275,31,16,56,3075000,1976,31,0.2363636364,0.3033033033
2009,82,314,45,40,76,,1981,28,0.2929936306,0.2466216216
1993,90,159,21,8,32,1000000,1965,28,0.2893081761,0.2818181818
1991,14,14,0,1,6,,1967,24,0.0714285714,0.2568807339
2000,155,584,84,63,122,5375000,1967,33,0.25,0.2351598174
1999,82,1,0,0,1,260000,1972,27,0,0
2011,33,57,3,3,24,2750000,1984,27,0.0877192982,0.1111111111
1993,141,491,64,46,56,109000,1968,25,0.2871690428,0.2664974619
2010,110,376,41,46,82,402700,1985,25,0.2207446809,0.2471590909
2013,14,0,0,0,0,491300,1984,29,0,0
1990,11,17,3,3,8,,1964,26,0.1764705882,0.2403100775
2013,33,6,0,0,4,11625000,1984,29,0,0
1999,135,470,63,45,52,2100000,1967,32,0.2404255319,0.2407407407
2010,11,15,0,0,3,,1985,25,0.4,0.0833333333
2009,54,0,0,0,0,410000,1980,29,0,0
2011,13,31,3,1,4,,1988,23,0.1935483871,0.2734375
1998,24,15,2,3,7,,1970,28,0.2,0.2594594595
2012,67,0,0,0,0,5500000,1979,33,0,0
2009,79,0,0,0,0,2333333,1980,29,0,0
2005,30,0,0,0,0,775000,1971,34,0,0
2013,66,5,0,0,3,,1988,25,0.2,0.4
2002,31,0,0,0,0,4333333,1973,29,0,0
2010,80,4,0,0,4,950000,1982,28,0,0
1991,150,544,98,84,72,350000,1963,28,0.3069852941,0.3428030303
2011,11,22,3,1,7,,1988,23,0.2272727273,0.2372881356
2008,20,39,3,0,15,11813351,1971,37,0.1538461538,0.0714285714
1995,62,191,12,7,45,109000,1970,25,0.2408376963,0.2270742358
2007,32,4,0,0,2,6333333,1980,27,0,0
2008,93,337,43,38,47,13000000,1974,34,0.293768546,0.274122807
2001,34,1,0,0,1,260000,1975,26,0,0
1997,146,325,69,42,62,198000,1970,27,0.2923076923,0.2915309446
2009,6,11,1,1,3,,1982,27,0.0909090909,0.0714285714
2014,73,0,0,0,0,1450000,1986,28,0,0
2006,5,5,0,0,3,,1974,32,0,0
2002,58,1,0,0,0,500000,1968,34,0,0
2000,45,0,0,0,0,1500000,1970,30,0,0
2007,105,267,43,20,50,2050000,1976,31,0.2696629213,0.2237762238
2009,71,0,0,0,0,,1984,25,0,0
2013,31,53,3,1,29,490000,1990,23,0.0754716981,0.1875
1998,10,17,2,2,6,,1970,28,0.2352941176,0.2528735632
2001,34,27,2,0,11,5300000,1968,33,0.1111111111,0.1851851852
2008,145,530,46,19,38,6250000,1974,34,0.2924528302,0.2647657841
2011,50,0,0,0,0,424000,1986,25,0,0.5
2000,42,97,14,10,29,275000,1969,31,0.2783505155,0.0588235294
1998,70,17,3,2,10,600000,1963,35,0.2941176471,0.1041666667
1990,24,85,10,8,15,,1967,23,0.2705882353,0.1090909091
1999,54,181,16,8,25,201500,1975,24,0.2486187845,0.2121212121
1997,32,2,1,0,1,1075000,1970,27,0.5,0.1034482759
2011,146,525,84,78,83,12500000,1975,36,0.3085714286,0.3179012346
2008,32,70,3,0,18,13000000,1977,31,0.2142857143,0.1224489796
2011,21,84,5,3,9,,1986,25,0.2857142857,0.3094736842
1998,152,572,84,48,134,5825000,1968,30,0.277972028,0.2625
2000,33,4,0,0,3,475000,1975,25,0,0
2013,156,601,79,48,100,2350000,1987,26,0.2678868552,0.2608695652
2006,84,276,36,20,90,1250000,1982,24,0.3007246377,0.2525951557
2005,27,40,7,1,13,317200,1977,28,0.15,0.2398373984
2011,31,6,0,0,3,1536000,1988,23,0.1666666667,0
2009,128,450,64,36,59,415000,1983,26,0.3066666667,0.3071786311
2013,50,135,17,13,49,490840,1983,30,0.2148148148,0.2011494253
2014,151,601,71,13,49,1950000,1988,26,0.306156406,0.3057432432
2009,3,0,0,0,0,,1984,25,0,0
1991,129,414,64,35,86,635000,1964,27,0.2584541063,0.2152777778
2007,85,1,0,1,0,,1977,30,0,0
1998,9,13,0,0,6,170000,1972,26,0.0769230769,0.0588235294
2005,31,6,1,0,1,5250000,1980,25,0.3333333333,0.2222222222
2005,8,8,2,1,2,,1979,26,0.125,0.225
1992,143,567,74,43,42,3575000,1960,32,0.2363315697,0.2352941176
1992,143,423,52,61,82,1600000,1962,30,0.2056737589,0.1909090909
2005,27,24,9,2,2,,1980,25,0.25,0.1851851852
2012,33,5,0,0,1,8000000,1981,31,0.2,0.3333333333
1996,35,78,3,3,26,6000000,1967,29,0.2179487179,0.2278481013
2014,131,469,56,53,58,,1987,27,0.2601279318,0.2699619772
1992,67,262,41,19,63,180000,1968,24,0.2595419847,0.2608695652
2006,44,174,21,14,19,6500000,1974,32,0.2931034483,0.2899305556
2009,42,66,10,7,20,,1983,26,0.2121212121,0.2564102564
1994,24,54,4,2,19,3500000,1960,34,0.1851851852,0
2003,159,578,111,111,182,11166667,1970,33,0.2664359862,0.2736220472
2009,151,543,101,73,112,1000000,1984,25,0.2965009208,0.314893617
2005,147,543,93,69,109,345000,1978,27,0.2909760589,0.3085106383
2001,142,456,70,88,101,8000000,1967,34,0.2368421053,0.247311828
2004,110,412,51,49,43,7000000,1974,30,0.2936893204,0.2750809061
1996,85,257,29,38,69,150000,1970,26,0.2412451362,0.2384615385
2003,91,189,14,8,22,2000000,1968,35,0.2486772487,0.2737430168
1991,48,113,12,11,18,100000,1965,26,0.2389380531,0.3448275862
2009,28,13,1,0,6,,1976,33,0.2307692308,0.2
2012,118,444,54,50,70,482500,1987,25,0.2207207207,0.1111111111
2004,121,448,76,39,77,2750000,1972,32,0.2700892857,0.3128342246
1999,154,627,98,41,93,8100000,1965,34,0.303030303,0.2749326146
1996,17,30,11,6,1,,1969,27,0.3333333333,0.2776911076
1997,25,6,0,0,5,,1970,27,0,0.1764705882
2006,98,345,52,28,31,5827974,1966,40,0.3014492754,0.3414634146
1996,84,252,19,16,50,109000,1972,24,0.2380952381,0.25
2001,41,4,0,0,3,1625000,1968,33,0,0
2008,8,10,0,0,5,,1986,22,0.1,0.0789473684
1999,135,430,62,54,48,1730000,1959,40,0.311627907,0.2544169611
2008,20,23,3,2,6,,1982,26,0.1304347826,0
1998,57,98,20,6,35,190000,1972,26,0.193877551,0.1948051948
2005,5,0,0,0,0,350000,1977,28,0,0
2011,123,444,59,56,109,18125000,1978,33,0.2454954955,0.1649484536
1998,132,429,48,27,65,200000,1972,26,0.2727272727,0.2680067002
2001,135,470,62,28,59,2200000,1972,29,0.2595744681,0.2608695652
2005,150,557,53,47,69,4700000,1972,33,0.2477558348,0.2698412698
2002,32,49,3,5,9,8000000,1965,37,0.1632653061,0.1810344828
2004,24,5,1,0,2,,1977,27,0.2,0
2000,30,4,0,0,1,,1972,28,0.5,0.5
2010,30,3,0,0,0,405000,1985,25,0.3333333333,0
2014,10,19,0,0,6,,1988,26,0.0526315789,0.1666666667
2010,83,187,31,9,28,1700000,1977,33,0.2673796791,0.2657142857
2002,4,4,0,0,1,,1963,39,0.5,0.1428571429
2009,48,4,0,0,4,432500,1981,28,0,0
1990,142,544,82,56,63,2255000,1953,37,0.3290441176,0.2554455446
1995,90,201,46,48,42,182500,1963,32,0.3184079602,0.2633587786
1995,102,396,64,42,93,5800000,1964,31,0.3055555556,0.2888888889
2009,24,0,0,0,0,2937500,1980,29,0,0
2004,148,583,93,51,113,2100000,1967,37,0.2710120069,0.2530364372
2008,18,32,6,1,5,,1984,24,0.28125,0.6666666667
2002,149,511,65,42,92,2375000,1974,28,0.2602739726,0.2665289256
2004,95,200,22,19,41,5375000,1974,30,0.265,0.1578947368
2011,3,0,0,0,0,,1986,25,0,0
2014,12,15,2,1,4,4850000,1988,26,0.3333333333,0.125
2002,24,50,6,7,15,,1979,23,0.18,0.2178217822
2005,32,3,0,1,2,6500000,1974,31,0,0.3333333333
2014,62,0,0,0,0,1900000,1982,32,0,0
2013,49,11,1,0,5,504000,1986,27,0.0909090909,0.1111111111
2012,37,76,8,8,21,480000,1983,29,0.25,0.2580645161
1996,64,11,0,0,5,156000,1972,24,0,0.2
1997,42,5,0,0,0,550000,1972,25,0.2,0.1086956522
1990,130,450,81,68,104,600000,1963,27,0.2955555556,0.2494577007
2000,66,6,0,0,4,210000,1972,28,0,0
2012,48,85,13,14,18,800000,1975,37,0.1882352941,0.2352941176
1994,89,320,51,54,53,2700000,1969,25,0.25,0.2564705882
1997,28,90,8,5,13,250000,1968,29,0.2222222222,0.1290322581
2010,84,224,27,13,44,2550000,1978,32,0.25,0.2629482072
1997,93,260,16,19,61,152500,1969,28,0.2384615385,0.2298387097
2005,8,0,0,0,0,,1979,26,0,0
1993,7,10,3,0,1,3375000,1963,30,0.4,0.2779456193
2000,152,525,129,103,167,4500000,1970,30,0.2952380952,0.304
1994,1,0,0,0,0,109000,1970,24,0,0
2009,8,10,0,0,1,,1981,28,0.1,0.2777777778
2011,158,660,119,52,98,2400000,1983,28,0.3212121212,0.2706270627
2014,33,56,1,1,36,517000,1990,24,0.0892857143,0
1999,142,585,84,47,101,800000,1974,25,0.252991453,0.3550295858
2001,82,2,0,0,2,2400000,1963,38,0,0.3333333333
2004,41,21,3,1,9,500000,1963,41,0.1904761905,0
2002,119,351,44,41,63,775000,1976,26,0.245014245,0.2346938776
2013,6,0,0,0,0,2900000,1988,25,0,0
2012,26,2,0,0,1,507500,1984,28,0,0.4
1992,83,222,13,14,28,125000,1966,26,0.2432432432,0.2550505051
2009,27,0,0,0,0,,1975,34,0,0
2001,25,90,13,10,20,,1958,43,0.3,0.2840236686
2014,157,597,88,52,139,600000,1986,28,0.2730318258,0.2552504039
2013,1,0,0,0,0,,1982,31,0,0
1999,90,288,34,40,67,200000,1974,25,0.2847222222,0.2538461538
1992,142,565,83,44,67,2025000,1969,23,0.3079646018,0.3092783505
2001,70,0,0,0,0,2000000,1965,36,0,0
1991,48,25,4,2,14,2166667,1961,30,0.28,0.0952380952
1996,66,3,0,0,0,870000,1965,31,0,0.25
2011,92,322,26,16,56,4312500,1983,28,0.2236024845,0.26
2005,114,380,51,31,46,1800000,1976,29,0.2605263158,0.2058823529
1994,17,37,6,3,3,109000,1965,29,0.1621621622,0.4109589041
1994,40,44,3,5,5,275000,1968,26,0.3409090909,0.2872928177
2002,85,210,20,11,57,250000,1976,26,0.2428571429,0.2605042017
2001,48,1,0,0,1,1150000,1975,26,0,0
1999,16,14,4,0,0,,1975,24,0.1428571429,0
1993,72,5,0,0,2,900000,1965,28,0,0
1999,64,3,0,0,0,4775000,1967,32,0.3333333333,0
1994,99,332,45,63,73,2000000,1965,29,0.2469879518,0.25
1996,149,478,64,41,93,136000,1973,23,0.2907949791,0.2466216216
1999,82,105,23,13,24,300000,1964,35,0.3142857143,0.1851851852
2006,16,0,0,0,0,,1981,25,0,0
2007,34,76,6,3,18,8500000,1975,32,0.2631578947,0.1463414634
2007,160,600,94,40,101,12000000,1975,32,0.2866666667,0.277676951
2010,23,1,0,0,1,409850,1986,24,0,0
1999,87,209,23,17,32,220000,1972,27,0.2583732057,0.2285714286
2013,32,3,0,1,3,5750000,1984,29,0,0
2011,107,378,32,16,97,424000,1984,27,0.2513227513,0.2807377049
2012,71,0,0,0,0,2625000,1983,29,0,0
2000,41,22,1,1,8,,1975,25,0.1818181818,0
2005,76,231,25,14,46,600000,1967,38,0.2467532468,0.2307692308
2013,122,478,55,23,89,9100000,1983,30,0.2970711297,0.2933549433
2004,5,2,0,0,1,,1982,22,0,0
2009,135,413,49,40,68,2800000,1979,30,0.2251815981,0.2074074074
2003,34,0,0,0,0,300000,1981,22,0,0
2000,152,572,107,38,94,275000,1976,24,0.3006993007,0.2688172043
2006,78,0,0,0,0,3975000,1976,30,0,0
1997,46,0,0,0,0,770000,1967,30,0,0
2002,3,0,0,0,0,,1979,23,0,0
2012,78,233,22,17,56,,1986,26,0.2660944206,0.1693989071
2011,8,4,0,0,0,415000,1984,27,0,0
2005,24,57,3,7,13,,1983,22,0.1403508772,0.2256097561
1994,89,326,47,53,42,3316667,1963,31,0.2852760736,0.3561643836
1993,32,70,2,0,23,1775000,1968,25,0.1285714286,0.2727272727
2014,51,0,0,0,0,,1982,32,0,0
2009,42,0,0,0,0,415500,1985,24,0,0.25
1990,32,6,8,1,4,,1963,27,0,0.2857142857
1991,71,10,1,0,3,111000,1967,24,0.3,0.6666666667
2007,57,161,25,13,41,,1982,25,0.2546583851,0.2321428571
2009,102,135,17,16,38,750000,1976,33,0.237037037,0.252688172
1999,47,3,0,0,1,247500,1973,26,0,0
2007,76,0,0,0,0,1300000,1973,34,0,0
2002,35,70,5,0,27,3900000,1974,28,0.2,0.0588235294
1993,42,86,13,4,16,109000,1971,22,0.2906976744,0.3064516129
1999,66,31,6,4,7,,1972,27,0.1612903226,0.2753623188
2007,28,107,15,9,19,,1980,27,0.2990654206,0.29375
2014,60,0,0,0,0,,1991,23,0,0
2008,79,236,19,21,70,,1983,25,0.2457627119,0.2363636364
2009,69,1,0,0,1,400000,1982,27,0,0
2002,14,1,0,0,0,,1969,33,0,0
2001,19,0,0,0,0,,1977,24,0,0
1999,69,1,0,0,1,300000,1973,26,0,0
1993,134,461,77,61,63,2815000,1959,34,0.2689804772,0.2738693467
1997,20,4,0,0,0,195000,1968,29,0.25,0
2010,41,1,0,0,0,,1984,26,0,0
2010,44,121,16,8,24,,1985,25,0.2314049587,0.2551440329
2000,54,0,0,0,0,2350000,1969,31,0,0
2014,63,0,0,0,0,4025000,1983,31,0,0
2010,155,626,100,46,83,6937500,1981,29,0.2747603834,0.3
2009,101,252,38,24,58,410000,1985,24,0.2658730159,0.2743055556
2001,17,0,0,0,0,,1978,23,0,0.1428571429
2014,7,24,6,1,4,,1989,25,0.3333333333,0.2297297297
1997,73,0,0,0,0,800000,1962,35,0,0
2002,68,1,0,0,1,245000,1974,28,0,0
2001,23,3,0,0,1,2100000,1976,25,0,0.3333333333
2001,1,1,0,0,1,,1973,28,0,0
2004,26,0,0,0,0,,1977,27,0,0
1992,7,13,0,1,4,,1967,25,0.0769230769,0.2222222222
1993,31,54,2,0,20,115000,1967,26,0.2222222222,0.3571428571
2007,158,565,99,99,58,12937813,1980,27,0.3274336283,0.356870229
2014,128,449,64,56,84,16000000,1983,31,0.2828507795,0.2493765586
2012,58,0,0,0,0,2650000,1981,31,0,0
2007,6,0,0,0,0,384523,1981,26,0,0
1998,79,126,20,19,34,450000,1964,34,0.246031746,0.1623376623
2001,120,301,43,27,65,475000,1973,28,0.3023255814,0.2674772036
1999,49,0,0,0,0,201500,1973,26,0,0
1990,92,155,22,26,26,675000,1960,30,0.2,0.2135231317
1996,46,88,17,13,26,109000,1973,23,0.2840909091,0.25
2003,107,388,56,43,39,400000,1972,31,0.25,0.2539184953
2001,63,123,21,15,28,,1977,24,0.2926829268,0.2582781457
2007,34,3,0,0,0,8750000,1980,27,0.6666666667,0.2352941176
1994,68,258,41,20,38,2000000,1962,32,0.2558139535,0.2380952381
1998,37,52,2,1,15,170000,1974,24,0.1346153846,0.0833333333
2007,18,0,0,0,0,380000,1981,26,0,0
1996,78,5,0,1,3,450000,1966,30,0,0
1993,8,10,0,2,2,,1966,27,0.1,0.2404371585
2006,49,99,9,7,29,335000,1977,29,0.2626262626,0.1985815603
1993,20,27,2,1,11,1025000,1966,27,0.2222222222,0.1351351351
1997,132,291,51,61,42,600000,1966,31,0.3195876289,0.2734375
2006,1,2,0,0,1,,1982,24,0.5,0.25
1997,29,55,6,8,13,4100000,1965,32,0.2363636364,0.2264150943
1990,48,117,15,12,30,230000,1963,27,0.1965811966,0.2406015038
2013,70,192,19,17,31,,1985,28,0.265625,0.2512077295
2002,32,66,2,1,20,1100000,1973,29,0.1818181818,0.2857142857
1990,20,38,0,4,9,,1960,30,0.2894736842,0
2009,52,0,0,0,0,8000000,1978,31,0,0
1996,136,530,82,70,118,800000,1962,34,0.2849056604,0
1994,109,401,57,61,69,3500000,1967,27,0.2817955112,0.2947154472
2005,44,9,0,0,4,332000,1977,28,0.1111111111,0.3333333333
2010,12,17,1,1,7,445000,1983,27,0.1176470588,0.1153846154
2014,19,29,1,0,18,510000,1991,23,0.0344827586,0.1538461538
2005,110,397,50,31,40,2500000,1973,32,0.3047858942,0.278280543
2003,3,0,0,0,0,,1972,31,0,0
2011,118,453,77,50,107,4500000,1982,29,0.2693156733,0.2295918367
1992,55,123,11,12,22,,1967,25,0.1788617886,0.1428571429
1999,39,65,6,7,12,250000,1967,32,0.1846153846,0.3
1992,111,296,27,18,47,400000,1961,31,0.25,0.1428571429
2011,57,111,5,10,16,416000,1983,28,0.1891891892,0.2105263158
2002,74,163,19,5,32,222500,1973,29,0.245398773,0.2425373134
1991,150,568,75,56,109,3300000,1951,40,0.2623239437,0.2898799314
2007,155,593,73,44,85,4750000,1974,33,0.3001686341,0.3060200669
2008,57,129,20,8,32,,1978,30,0.2480620155,0.2253521127
2004,77,0,0,0,0,2750000,1967,37,0,0
2000,29,50,4,2,13,3000000,1965,35,0.18,0.125
2008,152,575,80,35,105,1440000,1985,23,0.2904347826,0.2835443038
2000,152,548,68,36,80,1950000,1973,27,0.302919708,0.3018518519
2010,10,0,0,0,0,435650,1982,28,0,0
2001,91,296,28,36,73,260000,1971,30,0.277027027,0.2272727273
2014,22,34,0,0,14,,1987,27,0.0294117647,0.1041666667
2013,97,351,34,23,117,,1991,22,0.2507122507,0.2311827957
2004,15,28,3,4,3,,1979,25,0.3571428571,0.2870905588
1993,49,2,0,0,2,500000,1957,36,0,0.5
1990,55,5,0,0,3,100000,1966,24,0,0
1994,38,97,12,15,21,,1968,26,0.2783505155,0.1538461538
2014,61,214,30,18,64,2900000,1988,26,0.2429906542,0.2804878049
2000,98,372,49,35,69,350000,1977,23,0.247311828,0.3063209076
2004,75,219,18,22,32,600000,1972,32,0.2237442922,0.2211055276
2004,31,58,3,2,26,6150000,1974,30,0.1379310345,0.1836734694
2009,11,0,0,0,0,,1984,25,0,0
1990,100,205,21,33,17,525000,1953,37,0.2780487805,0.2371134021
2000,8,10,2,0,2,,1976,24,0.3,0.2330827068
1990,67,3,0,0,0,215000,1960,30,0,0.3333333333
