yearID,G,AB,RBI,BB,SO,Salary,Birth_Year,AgeInYear,Batting_Average,N_Y_Batting_Average,,,,,
2010,11,35,3,2,11,?,1986,24,0.1428571429,0.2189616253,,0.0761044824,0.0761044824,,
1995,29,53,4,1,17,4000000,1970,25,0.2075471698,0.2391304348,,0.031583265,0.031583265,,
1997,12,21,0,0,9,?,1972,25,0.1428571429,0.2222222222,,0.0793650794,0.0793650794,,
1994,94,326,44,30,49,1925000,1959,35,0.2944785276,0.2987012987,,0.0042227711,0.0042227711,,
2009,154,550,69,31,121,1625000,1979,30,0.2454545455,0.2351421189,,-0.0103124266,0.0103124266,,
1993,88,177,19,6,29,?,1964,29,0.2598870056,0.2148148148,,-0.0450721908,0.0450721908,,
2002,154,552,82,54,80,1750000,1972,30,0.2608695652,0.1952861953,,-0.0655833699,0.0655833699,,
2012,151,547,83,65,124,13000000,1977,35,0.268738574,0.2960288809,,0.0272903068,0.0272903068,,
2000,31,39,3,0,17,800000,1971,29,0.2051282051,0.1935483871,,-0.011579818,0.011579818,,
2014,7,7,2,1,2,?,1980,34,0.2857142857,0.2,,-0.0857142857,0.0857142857,,
1997,96,301,37,25,53,2250000,1966,31,0.2558139535,0.3143812709,,0.0585673174,0.0585673174,,
1996,27,1,0,0,0,?,1971,25,1,0.4,,-0.6,0.6,,
2009,120,381,34,33,61,1250000,1973,36,0.2467191601,0.2673267327,,0.0206075726,0.0206075726,,
2006,130,367,74,115,51,19331470,1964,42,0.2697547684,0.2764705882,,0.0067158198,0.0067158198,,
1993,138,488,38,20,66,2500000,1963,30,0.2540983607,0.2474576271,,-0.0066407335,0.0066407335,,
2008,138,467,57,37,111,396000,1982,26,0.2291220557,0.2854785479,,0.0563564922,0.0563564922,,
1991,139,381,39,27,51,265000,1965,26,0.2598425197,0.275,,0.0151574803,0.0151574803,,
1990,33,63,1,5,35,100000,1964,26,0.0476190476,0.0909090909,,0.0432900433,0.0432900433,,
2003,126,464,63,35,112,12166667,1969,34,0.2392241379,0.2833333333,,0.0441091954,0.0441091954,,
2001,155,539,70,70,162,1905000,1976,25,0.2578849722,0.2815699659,,0.0236849937,0.0236849937,,
2006,143,562,82,34,88,2250000,1976,30,0.2669039146,0.285942492,,0.0190385774,0.0190385774,,
2012,61,222,27,15,56,480850,1986,26,0.2657657658,0.2506265664,,-0.0151391993,0.0151391993,,
2014,25,47,7,0,9,513500,1985,29,0.2127659574,0.2605633803,,0.0477974228,0.0477974228,,
2009,6,17,1,2,5,?,1985,24,0.1764705882,0.2541899441,,0.0777193559,0.0777193559,,
2009,143,550,107,71,98,13000000,1973,36,0.2818181818,0.2708719852,,-0.0109461967,0.0109461967,,
1992,145,485,80,88,103,2566667,1962,30,0.2701030928,0.2568627451,,-0.0132403477,0.0132403477,,
1991,153,534,84,95,117,1700000,1960,31,0.2771535581,0.2882882883,,0.0111347302,0.0111347302,,
2002,143,505,103,102,126,19400000,1972,30,0.2772277228,0.301754386,,0.0245266632,0.0245266632,,
2003,161,570,117,109,137,18700000,1972,31,0.301754386,0.268558952,,-0.033195434,0.033195434,,
1993,123,481,75,72,64,1537500,1969,24,0.2952182952,0.25,,-0.0452182952,0.0452182952,,
2006,15,25,3,5,10,?,1969,37,0.08,0.25,,0.17,0.17,,
2011,122,415,36,75,177,12000000,1979,32,0.1590361446,0.2040816327,,0.0450454881,0.0450454881,,
2000,61,178,12,8,42,232500,1975,25,0.2078651685,0.2131147541,,0.0052495856,0.0052495856,,
2001,152,611,104,64,110,9000000,1971,30,0.2667757774,0.2890070922,,0.0222313148,0.0222313148,,
2007,117,434,58,24,22,4583333,1975,32,0.3087557604,0.2654320988,,-0.0433236616,0.0433236616,,
1996,113,338,45,31,32,1200000,1959,37,0.3609467456,0.2798634812,,-0.0810832643,0.0810832643,,
2004,36,72,13,1,11,600000,1973,31,0.2361111111,0.0689655172,,-0.1671455939,0.1671455939,,
2007,66,220,18,14,31,2800000,1977,30,0.2318181818,0.2125984252,,-0.0192197566,0.0192197566,,
1998,74,216,21,10,56,175000,1971,27,0.2268518519,0.2333333333,,0.0064814815,0.0064814815,,
1995,30,57,6,5,29,1500000,1963,32,0.0701754386,0.09375,,0.0235745614,0.0235745614,,
2004,47,127,11,5,25,775000,1967,37,0.2519685039,0.1653543307,,-0.0866141732,0.0866141732,,
1995,90,313,38,24,45,190000,1966,29,0.2779552716,0.2863961814,,0.0084409098,0.0084409098,,
2008,2,2,0,0,1,?,1985,23,0.5,0.2421875,,-0.2578125,0.2578125,,
1993,137,557,99,56,66,200000,1966,27,0.3052064632,0.2526315789,,-0.0525748842,0.0525748842,,
2011,32,74,3,2,35,20000000,1977,34,0.1216216216,0.1698113208,,0.0481896991,0.0481896991,,
1998,32,61,3,7,12,2250000,1972,26,0.262295082,0.3108108108,,0.0485157288,0.0485157288,,
1992,8,19,1,0,7,109000,1966,26,0.2631578947,0.2554744526,,-0.0076834422,0.0076834422,,
2001,123,379,70,81,84,300000,1958,43,0.2269129288,0.2234636872,,-0.0034492416,0.0034492416,,
2003,30,4,1,0,1,302000,1974,29,0.25,0.2,,-0.05,0.05,,
1999,34,64,1,3,39,2075000,1972,27,0.046875,0.1454545455,,0.0985795455,0.0985795455,,
2008,49,84,10,10,16,390000,1979,29,0.2619047619,0.2857142857,,0.0238095238,0.0238095238,,
2007,12,29,5,0,8,?,1984,23,0.2413793103,0.1810344828,,-0.0603448276,0.0603448276,,
2011,150,521,45,47,90,10000000,1976,35,0.245681382,0.1923076923,,-0.0533736897,0.0533736897,,
2009,78,256,23,28,76,404400,1983,26,0.23828125,0.2490842491,,0.0108029991,0.0108029991,,
1992,102,238,34,21,50,146500,1968,24,0.2394957983,0.1375,,-0.1019957983,0.1019957983,,
2007,110,314,31,19,19,4150000,1980,27,0.2579617834,0.2632850242,,0.0053232407,0.0053232407,,
1997,20,36,8,4,8,?,1973,24,0.1944444444,0.3157894737,,0.1213450292,0.1213450292,,
1990,154,590,89,69,100,1666666,1960,30,0.2440677966,0.2588652482,,0.0147974516,0.0147974516,,
2006,134,461,86,33,81,1425000,1976,30,0.3188720174,0.2363636364,,-0.082508381,0.082508381,,
2009,119,473,83,36,93,435000,1985,24,0.2769556025,0.2839931153,,0.0070375128,0.0070375128,,
2003,150,587,84,49,40,8571429,1974,29,0.3253833049,0.318815331,,-0.0065679739,0.0065679739,,
2010,137,514,62,51,36,1150000,1980,30,0.2879377432,0.2770448549,,-0.0108928883,0.0108928883,,
2008,22,29,1,0,13,?,1988,20,0.0689655172,0.1041666667,,0.0352011494,0.0352011494,,
2005,116,377,55,50,67,875000,1976,29,0.2625994695,0.2703703704,,0.0077709009,0.0077709009,,
1992,67,190,22,20,38,155000,1964,28,0.2526315789,0.2860962567,,0.0334646777,0.0334646777,,
2014,31,15,1,0,5,15250000,1978,36,0.1333333333,0.1129032258,,-0.0204301075,0.0204301075,,
2009,52,181,29,12,37,?,1985,24,0.2541436464,0.2207446809,,-0.0333989656,0.0333989656,,
1999,36,90,12,11,32,200000,1974,25,0.2111111111,0.2346938776,,0.0235827664,0.0235827664,,
1991,138,445,41,24,107,712500,1965,26,0.2337078652,0.2626262626,,0.0289183975,0.0289183975,,
1992,55,128,13,16,31,140000,1964,28,0.234375,0.0666666667,,-0.1677083333,0.1677083333,,
1995,101,334,35,25,61,500000,1967,28,0.2185628743,0.2397476341,,0.0211847598,0.0211847598,,
2002,25,6,0,0,1,6050000,1971,31,0.1666666667,0.2,,0.0333333333,0.0333333333,,
2013,160,614,91,70,162,2500018,1985,28,0.2687296417,0.2532051282,,-0.0155245135,0.0155245135,,
2009,151,604,88,71,100,3500000,1980,29,0.309602649,0.2327365729,,-0.0768660761,0.0768660761,,
1993,8,16,1,0,2,109000,1970,23,0.375,0.2454873646,,-0.1295126354,0.1295126354,,
1999,12,15,1,1,9,220000,1972,27,0.1333333333,0.125,,-0.0083333333,0.0083333333,,
1998,34,111,14,7,22,175000,1973,25,0.2072072072,0.1818181818,,-0.0253890254,0.0253890254,,
1999,17,22,3,2,6,200000,1973,26,0.1818181818,0.2142857143,,0.0324675325,0.0324675325,,
2014,44,106,8,6,34,?,1989,25,0.1698113208,0.3333333333,,0.1635220126,0.1635220126,,
1996,139,499,121,123,84,3500000,1963,33,0.3266533066,0.3302583026,,0.003604996,0.003604996,,
2008,155,553,87,90,83,500000,1983,25,0.2802893309,0.2495049505,,-0.0307843804,0.0307843804,,
2014,151,561,87,70,42,12000000,1978,36,0.3351158645,0.2454545455,,-0.0896613191,0.0896613191,,
2001,152,405,63,60,100,225000,1974,27,0.2271604938,0.2753623188,,0.048201825,0.048201825,,
1990,4,2,0,0,0,100000,1966,24,0.5,0.1428571429,,-0.3571428571,0.3571428571,,
2010,117,319,40,30,85,?,1978,32,0.2695924765,0.2356687898,,-0.0339236867,0.0339236867,,
1999,153,521,118,133,141,9358667,1963,36,0.2783109405,0.3050847458,,0.0267738053,0.0267738053,,
1998,149,543,56,24,86,2500000,1968,30,0.2596685083,0.3076923077,,0.0480237994,0.0480237994,,
2009,132,491,52,13,68,6500000,1974,35,0.2647657841,0.24933687,,-0.0154289141,0.0154289141,,
2011,55,171,19,15,44,1200000,1975,36,0.2807017544,0.2231075697,,-0.0575941847,0.0575941847,,
2012,4,11,1,1,3,483600,1984,28,0.1818181818,0.3,,0.1181818182,0.1181818182,,
2013,12,25,3,5,7,?,1987,26,0.2,0.1794871795,,-0.0205128205,0.0205128205,,
2009,32,52,4,3,16,?,1982,27,0.25,0.2894736842,,0.0394736842,0.0394736842,,
1996,33,45,2,0,20,700000,1963,33,0.1777777778,0.1636363636,,-0.0141414141,0.0141414141,,
2001,30,56,6,2,12,7200000,1968,33,0.1964285714,0.2666666667,,0.0702380952,0.0702380952,,
2013,64,211,19,13,66,491000,1985,28,0.2274881517,0.2328767123,,0.0053885607,0.0053885607,,
2014,31,55,3,6,29,5000000,1986,28,0.0909090909,0.1730769231,,0.0821678322,0.0821678322,,
1996,11,23,4,4,6,?,1972,24,0.2173913043,0.2647058824,,0.047314578,0.047314578,,
1999,10,14,4,0,6,?,1971,28,0.2857142857,0.1891891892,,-0.0965250965,0.0965250965,,
2013,14,34,2,2,12,492500,1985,28,0.1176470588,0.152173913,,0.0345268542,0.0345268542,,
2008,23,60,18,8,16,?,1983,25,0.25,0.2058823529,,-0.0441176471,0.0441176471,,
1999,19,62,13,10,13,?,1977,22,0.3225806452,0.3219178082,,-0.0006628369,0.0006628369,,
2000,33,88,12,5,14,?,1976,24,0.3068181818,0.2887139108,,-0.0181042711,0.0181042711,,
2003,59,125,12,7,16,1050000,1971,32,0.24,0.256097561,,0.016097561,0.016097561,,
1990,72,175,12,24,26,345000,1962,28,0.2514285714,0.2666666667,,0.0152380952,0.0152380952,,
2004,29,47,9,4,10,?,1979,25,0.2553191489,0.2347826087,,-0.0205365402,0.0205365402,,
2009,36,147,18,18,19,6125000,1983,26,0.2789115646,0.2824156306,,0.0035040659,0.0035040659,,
2012,135,457,65,73,159,7833333,1983,29,0.2210065646,0.2202247191,,-0.0007818455,0.0007818455,,
1998,160,601,120,93,141,750000,1975,23,0.2895174709,0.2684085511,,-0.0211089198,0.0211089198,,
2003,156,628,85,54,113,450000,1978,25,0.2627388535,0.2891933029,,0.0264544494,0.0264544494,,
2008,41,145,24,4,14,?,1986,22,0.3448275862,0.3304195804,,-0.0144080058,0.0144080058,,
2004,49,175,15,8,32,2150000,1965,39,0.2742857143,0.2608695652,,-0.0134161491,0.0134161491,,
1999,24,50,5,7,28,5250000,1966,33,0.1,0.2131147541,,0.1131147541,0.1131147541,,
2005,107,388,61,34,87,?,1980,25,0.2989690722,0.273458445,,-0.0255106271,0.0255106271,,
1994,81,240,32,9,28,275000,1963,31,0.3333333333,0.2629310345,,-0.0704022989,0.0704022989,,
2010,82,298,36,21,79,405800,1988,22,0.255033557,0.2245989305,,-0.0304346266,0.0304346266,,
1994,61,223,22,19,48,200000,1968,26,0.2197309417,0.2886029412,,0.0688719995,0.0688719995,,
1999,9,8,2,0,3,?,1976,23,0.125,0.18,,0.055,0.055,,
2002,107,270,41,36,50,500000,1968,34,0.2444444444,0.2918032787,,0.0473588342,0.0473588342,,
2013,30,49,2,2,23,3900000,1988,25,0.1428571429,0.1,,-0.0428571429,0.0428571429,,
2010,150,514,91,55,168,400000,1984,26,0.2548638132,0.2433774834,,-0.0114863298,0.0114863298,,
2012,20,28,3,0,10,?,1979,33,0.25,0.1639344262,,-0.0860655738,0.0860655738,,
1999,37,31,6,4,9,515000,1969,30,0.3548387097,0.2191780822,,-0.1356606275,0.1356606275,,
1995,92,132,14,14,37,525000,1959,36,0.2196969697,0.1060606061,,-0.1136363636,0.1136363636,,
1997,44,123,14,15,35,150000,1971,26,0.2276422764,0.2864321608,,0.0587898844,0.0587898844,,
2014,141,519,67,57,173,13450000,1984,30,0.2080924855,0.2585365854,,0.0504440998,0.0504440998,,
2001,72,273,32,8,55,?,1979,22,0.3003663004,0.2402826855,,-0.0600836149,0.0600836149,,
2005,56,147,17,31,38,3500000,1969,36,0.1700680272,0.2708333333,,0.1007653061,0.1007653061,,
2009,7,11,1,2,5,400000,1979,30,0.3636363636,0.2105263158,,-0.1531100478,0.1531100478,,
2005,39,85,7,5,17,700000,1976,29,0.2117647059,0.2089552239,,-0.002809482,0.002809482,,
2011,21,26,2,1,13,1625000,1983,28,0.1153846154,0.0714285714,,-0.043956044,0.043956044,,
1994,82,84,16,8,13,600000,1959,35,0.2738095238,0.1785714286,,-0.0952380952,0.0952380952,,
2012,81,300,42,42,57,13571428,1979,33,0.3,0.3181818182,,0.0181818182,0.0181818182,,
1994,12,12,1,0,7,130000,1968,26,0.1666666667,0.125,,-0.0416666667,0.0416666667,,
1990,27,29,2,2,10,122000,1966,24,0.1379310345,0.2352941176,,0.0973630832,0.0973630832,,
2013,112,430,63,55,79,10192071,1982,31,0.3069767442,0.2691588785,,-0.0378178657,0.0378178657,,
2008,83,126,10,14,34,391000,1982,26,0.246031746,0.2655367232,,0.0195049771,0.0195049771,,
2013,152,626,64,32,85,505700,1990,23,0.2827476038,0.3409090909,,0.0581614871,0.0581614871,,
2005,80,210,28,20,69,?,1974,31,0.2285714286,0.1803278689,,-0.0482435597,0.0482435597,,
1996,100,224,27,17,28,412500,1967,29,0.2767857143,0.247311828,,-0.0294738863,0.0294738863,,
1991,8,12,0,0,9,?,1967,24,0.0833333333,0.0909090909,,0.0075757576,0.0075757576,,
1998,33,72,1,2,35,4125000,1967,31,0.1111111111,0.1290322581,,0.017921147,0.017921147,,
2005,26,86,12,18,11,?,1983,22,0.3255813953,0.2798353909,,-0.0457460044,0.0457460044,,
1995,39,16,2,1,3,109000,1970,25,0.125,0.2631578947,,0.1381578947,0.1381578947,,
2012,156,548,73,33,58,500000,1985,27,0.253649635,0.2075848303,,-0.0460648047,0.0460648047,,
2007,18,72,16,10,11,?,1985,22,0.3472222222,0.2264573991,,-0.1207648231,0.1207648231,,
2013,118,452,82,69,84,14000000,1980,33,0.2588495575,0.2857142857,,0.0268647282,0.0268647282,,
2005,29,59,5,7,17,2400000,1980,25,0.1525423729,0.4285714286,,0.2760290557,0.2760290557,,
2006,143,373,49,36,102,345000,1981,25,0.2627345845,0.2291666667,,-0.0335679178,0.0335679178,,
2014,52,189,34,21,31,?,1992,22,0.291005291,0.2914572864,,0.0004519954,0.0004519954,,
2013,141,452,50,52,95,1350000,1983,30,0.2654867257,0.2595419847,,-0.0059447409,0.0059447409,,
1997,153,509,55,33,66,2333333,1965,32,0.2357563851,0.2602150538,,0.0244586687,0.0244586687,,
2011,150,563,109,58,93,4287500,1983,28,0.3321492007,0.3193979933,,-0.0127512074,0.0127512074,,
2007,99,240,27,17,50,3550000,1976,31,0.275,0.1585365854,,-0.1164634146,0.1164634146,,
2011,50,149,18,8,30,625000,1983,28,0.2281879195,0.2162162162,,-0.0119717032,0.0119717032,,
1994,101,358,74,66,63,4350000,1964,30,0.2793296089,0.2617021277,,-0.0176274813,0.0176274813,,
2007,111,319,39,27,52,415000,1980,27,0.2288401254,0.1939393939,,-0.0349007315,0.0349007315,,
2000,122,393,74,56,49,5500000,1964,36,0.3435114504,0.2801822323,,-0.063329218,0.063329218,,
2009,92,141,18,11,33,400000,1982,27,0.2340425532,0.1973684211,,-0.0366741321,0.0366741321,,
2003,11,15,2,0,5,?,1970,33,0.2,0.2696629213,,0.0696629213,0.0696629213,,
2005,122,439,72,65,32,5166667,1975,30,0.3006833713,0.2962328767,,-0.0044504946,0.0044504946,,
2014,142,478,62,39,99,510800,1988,26,0.280334728,0.2462462462,,-0.0340884818,0.0340884818,,
2001,35,53,7,3,12,?,1975,26,0.320754717,0.3333333333,,0.0125786164,0.0125786164,,
2008,6,19,0,0,9,?,1980,28,0.1578947368,0.2037037037,,0.0458089669,0.0458089669,,
2005,67,6,0,0,1,?,1980,25,0.3333333333,0.0833333333,,-0.25,0.25,,
1990,127,355,40,22,52,425000,1961,29,0.2591549296,0.3050847458,,0.0459298162,0.0459298162,,
2001,146,577,92,45,138,2350000,1974,27,0.273830156,0.2446351931,,-0.0291949628,0.0291949628,,
2013,122,391,52,39,79,4250000,1979,34,0.2506393862,0.2478991597,,-0.0027402265,0.0027402265,,
2007,139,538,71,52,118,14500000,1972,35,0.2583643123,0.27090301,,0.0125386978,0.0125386978,,
2014,121,330,36,25,70,2250000,1980,34,0.2303030303,0.2688679245,,0.0385648942,0.0385648942,,
1996,4,7,0,0,1,?,1969,27,0.2857142857,0.2384615385,,-0.0472527473,0.0472527473,,
1990,33,84,8,4,25,1100000,1962,28,0.2142857143,0.1785714286,,-0.0357142857,0.0357142857,,
1999,104,368,72,50,77,1791688,1975,24,0.2418478261,0.2948402948,,0.0529924688,0.0529924688,,
2001,150,500,95,93,136,6333333,1970,31,0.304,0.3109243697,,0.0069243697,0.0069243697,,
2013,126,433,46,26,74,5250000,1977,36,0.2702078522,0.1797752809,,-0.0904325713,0.0904325713,,
1990,92,314,36,30,54,260000,1964,26,0.2070063694,0.2413793103,,0.0343729409,0.0343729409,,
2007,139,502,66,39,86,407500,1983,24,0.2888446215,0.2509881423,,-0.0378564792,0.0378564792,,
2002,133,435,55,49,94,700000,1971,31,0.2505747126,0.1944444444,,-0.0561302682,0.0561302682,,
2013,119,176,25,17,28,725000,1981,32,0.1988636364,0.2393162393,,0.040452603,0.040452603,,
2006,159,654,113,73,98,8715508,1977,29,0.2996941896,0.2702237522,,-0.0294704375,0.0294704375,,
2012,6,20,2,0,2,?,1987,25,0.15,0.2450980392,,0.0950980392,0.0950980392,,
2011,24,59,6,10,13,?,1982,29,0.2033898305,0.26,,0.0566101695,0.0566101695,,
1990,62,88,10,6,18,?,1962,28,0.2159090909,0.15,,-0.0659090909,0.0659090909,,
1992,29,93,10,10,23,?,1971,21,0.2688172043,0.16,,-0.1088172043,0.1088172043,,
2008,143,490,67,78,89,8282695,1969,39,0.2489795918,0.2144702842,,-0.0345093076,0.0345093076,,
1992,159,653,99,42,81,300000,1967,25,0.2756508423,0.2984126984,,0.0227618561,0.0227618561,,
1990,32,50,3,2,21,950000,1961,29,0.2,0.28,,0.08,0.08,,
1991,154,524,52,11,38,1600000,1964,27,0.2729007634,0.2,,-0.0729007634,0.0729007634,,
1990,122,370,46,19,71,600000,1955,35,0.2702702703,0.2086330935,,-0.0616371767,0.0616371767,,
2008,107,407,54,40,62,6250000,1977,31,0.3046683047,0.2831215971,,-0.0215467076,0.0215467076,,
2002,113,454,67,37,55,?,1976,26,0.3127753304,0.3113207547,,-0.0014545757,0.0014545757,,
2005,29,36,2,5,7,375000,1971,34,0.1944444444,0.25,,0.0555555556,0.0555555556,,
2011,148,579,55,34,67,2500000,1981,30,0.2763385147,0.274368231,,-0.0019702836,0.0019702836,,
2014,135,528,50,33,68,5000000,1981,33,0.2518939394,0.2204545455,,-0.0314393939,0.0314393939,,
2011,102,269,29,24,74,5500000,1977,34,0.1970260223,0.2178217822,,0.0207957599,0.0207957599,,
2003,40,2,0,0,0,7250000,1972,31,0.5,0.3333333333,,-0.1666666667,0.1666666667,,
2006,54,192,14,12,14,3200000,1980,26,0.2447916667,0.2579617834,,0.0131701168,0.0131701168,,
2004,32,107,10,10,20,?,1980,24,0.2056074766,0.2460732984,,0.0404658218,0.0404658218,,
1994,36,93,7,5,21,109000,1968,26,0.247311828,0.2512077295,,0.0038959015,0.0038959015,,
2003,114,412,79,20,67,?,1976,27,0.2936893204,0.270018622,,-0.0236706984,0.0236706984,,
1995,107,329,48,47,72,190000,1971,24,0.3100303951,0.2821969697,,-0.0278334254,0.0278334254,,
1990,142,443,52,69,70,655000,1961,29,0.2911963883,0.2936802974,,0.0024839091,0.0024839091,,
2004,49,147,20,12,35,300000,1979,25,0.2244897959,0.225,,0.0005102041,0.0005102041,,
1991,38,58,4,3,9,107500,1964,27,0.1896551724,0.2352941176,,0.0456389452,0.0456389452,,
1997,144,572,86,45,92,2700000,1968,29,0.2814685315,0.2756849315,,-0.0057836,0.0057836,,
1994,110,427,78,64,58,4400000,1964,30,0.2786885246,0.3185483871,,0.0398598625,0.0398598625,,
1995,21,60,11,7,11,109000,1971,24,0.3166666667,0.2579365079,,-0.0587301587,0.0587301587,,
1991,109,199,35,30,35,?,1965,26,0.2864321608,0.2493887531,,-0.0370434077,0.0370434077,,
1996,26,82,11,5,17,109000,1971,25,0.2317073171,0.2290076336,,-0.0026996835,0.0026996835,,
1993,31,63,7,2,10,?,1968,25,0.1746031746,1,,0.8253968254,0.8253968254,,
1994,87,255,39,42,44,275000,1964,30,0.2549019608,0.2857142857,,0.0308123249,0.0308123249,,
1998,109,366,50,29,37,700000,1964,34,0.2568306011,0.2608695652,,0.0040389641,0.0040389641,,
1999,116,248,20,45,36,575000,1962,37,0.2741935484,0.2727272727,,-0.0014662757,0.0014662757,,
2013,40,109,6,6,27,?,1991,22,0.1834862385,0.2488687783,,0.0653825397,0.0653825397,,
2005,54,138,19,11,38,3200000,1973,32,0.1811594203,0.2043010753,,0.023141655,0.023141655,,
1992,26,50,1,0,14,725000,1968,24,0.12,0.1285714286,,0.0085714286,0.0085714286,,
2000,9,9,0,0,1,?,1974,26,0.4444444444,0.0909090909,,-0.3535353535,0.3535353535,,
2008,84,186,21,10,25,1900000,1974,34,0.2096774194,0.2582781457,,0.0486007263,0.0486007263,,
2008,123,286,28,27,65,2200000,1976,32,0.2237762238,0.237037037,,0.0132608133,0.0132608133,,
2000,3,14,0,0,0,?,1974,26,0.4285714286,0.3057090239,,-0.1228624046,0.1228624046,,
2008,134,379,49,23,37,1400000,1976,32,0.3166226913,0.1847133758,,-0.1319093155,0.1319093155,,
2011,15,27,1,3,15,?,1987,24,0.1111111111,0.0727272727,,-0.0383838384,0.0383838384,,
1995,130,525,63,61,57,4500000,1956,39,0.2704761905,0.3409090909,,0.0704329004,0.0704329004,,
1991,51,138,15,9,31,?,1968,23,0.2826086957,0.2703349282,,-0.0122737674,0.0122737674,,
1995,127,460,82,71,76,2850000,1963,32,0.3,0.3021978022,,0.0021978022,0.0021978022,,
1998,22,25,3,2,9,170000,1974,24,0.28,0.1971830986,,-0.0828169014,0.0828169014,,
2010,27,14,2,0,6,440000,1982,28,0.2142857143,0.2105263158,,-0.0037593985,0.0037593985,,
1993,7,20,3,1,2,?,1968,25,0.2,0.191011236,,-0.008988764,0.008988764,,
2009,23,25,0,0,16,?,1983,26,0.04,0.2916666667,,0.2516666667,0.2516666667,,
1999,19,33,1,1,14,225000,1976,23,0.0606060606,0.1428571429,,0.0822510823,0.0822510823,,
2004,74,170,14,11,29,625000,1968,36,0.2294117647,0.2105263158,,-0.0188854489,0.0188854489,,
2003,120,328,27,14,23,1500000,1973,30,0.256097561,0.2545931759,,-0.0015043851,0.0015043851,,
2004,31,58,2,4,22,321000,1981,23,0.1896551724,0.1818181818,,-0.0078369906,0.0078369906,,
2005,20,33,1,1,11,381000,1981,24,0.1818181818,0.1052631579,,-0.0765550239,0.0765550239,,
2004,162,678,100,45,35,2400000,1977,27,0.3259587021,0.2759146341,,-0.0500440679,0.0500440679,,
1995,48,63,10,5,16,109000,1968,27,0.1746031746,0.2996254682,,0.1250222936,0.1250222936,,
2003,4,12,1,0,2,?,1968,35,0.0833333333,0.25,,0.1666666667,0.1666666667,,
1990,146,551,82,57,73,2816667,1960,30,0.2976406534,0.3191489362,,0.0215082828,0.0215082828,,
2008,81,210,28,15,46,?,1981,27,0.2380952381,0.1724137931,,-0.065681445,0.065681445,,
2006,157,594,93,50,63,10750000,1978,28,0.2912457912,0.3102766798,,0.0190308886,0.0190308886,,
2013,92,304,43,36,55,10000000,1978,35,0.2828947368,0.2854251012,,0.0025303644,0.0025303644,,
2013,15,12,5,2,2,?,1992,21,0.3333333333,0.2616033755,,-0.0717299578,0.0717299578,,
2008,153,552,102,87,124,18929923,1972,36,0.3315217391,0.2897727273,,-0.0417490119,0.0417490119,,
2009,147,474,72,36,95,400000,1986,23,0.2510548523,0.275862069,,0.0248072166,0.0248072166,,
1995,87,216,39,27,34,250000,1964,31,0.2916666667,0.2222222222,,-0.0694444444,0.0694444444,,
